run,linearity
61,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-260.29892:223.0-270.946:223.0-281.62195:223.0-292.32352:223.0-303.0479:223.0-313.79263:223.0-324.55542:223.0-335.33432:223.0-378.5782:239.0-389.41458:239.0-400.25897:239.0-487.21423:191.0-498.10065:191.0-508.98956:191.0-563.4629:223.0-574.36194:223.0-650.6803:191.0-661.58545:191.0-672.491:191.0-683.397:191.0-737.9312:223.0-748.83875:223.0-759.74646:223.0-770.6543:223.0-781.5623:223.0-792.47046:223.0-803.37866:223.0-814.287:223.0-825.1954:223.0-836.1038:223.0-847.0124:223.0-857.921:223.0-934.2825:191.0-945.19135:191.0-956.1003:191.0-967.0092:191.0-977.91815:191.0-988.82715:191.0-999.73615:191.0-1010.64514:191.0-1021.55414:191.0-1032.4633:191.0-1043.3723:191.0-1054.2814:191.0-1065.1904:191.0-1076.0995:191.0-1087.0085:191.0-1097.9176:191.0-1108.8267:191.0-1119.7357:191.0-1239.7354:191.0-1250.6444:191.0-1261.5535:191.0-1272.4625:191.0-1283.3716:191.0-1348.8259:239.0-1359.735:239.0-1370.644:239.0-1381.5531:239.0-1392.4622:239.0-1403.3712:239.0-1479.7346:207.0-1490.6437:207.0-1501.5527:207.0-1512.4618:207.0-1523.3708:207.0-1534.2799:207.0-1545.189:207.0-1556.098:207.0-1567.0071:207.0-1577.9161:207.0-1588.8252:207.0-1599.7343:207.0-1610.6433:207.0-1621.5524:207.0-1632.4614:207.0-1643.3705:207.0-1654.2795:207.0-1665.1886:207.0-1676.0977:207.0-1687.0067:207.0-1697.9158:207.0-1708.8248:207.0-1752.461:223.0-1763.3701:223.0-1774.2792:223.0-1785.1882:223.0-1796.0973:223.0-1807.0063:223.0-1817.9154:223.0-1828.8245:223.0-1839.7335:223.0-1850.6426:223.0-1861.5516:223.0-1872.4607:223.0-1883.3698:223.0-1959.7332:191.0-1970.6422:191.0-1981.5513:191.0-1992.4603:191.0-2003.3694:191.0-2014.2784:191.0-2025.1875:191.0-2079.7332:223.0-2090.6423:223.0-2101.5515:223.0-2112.4607:223.0-2123.3699:223.0-2134.279:223.0-2145.1882:223.0-2156.0974:223.0-2167.0066:223.0-2177.9158:223.0-2188.825:223.0-2199.7341:223.0-2210.6433:223.0-2221.5525:223.0-2232.4617:223.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0-2363.3718:191.0-2373.681:191.0-2383.456:191.0-2384.0:191.0
62,14.686521:15.0-18.751003:15.0-119.1571:239.0-128.52982:239.0-138.07153:239.0-222.21532:223.0-232.25163:223.0-242.38394:223.0-252.6017:223.0-262.89548:223.0-273.25696:223.0-283.67868:223.0-294.15402:223.0-390.05588:207.0-400.8297:207.0-411.61844:207.0-422.42038:207.0-433.23413:207.0-444.05835:207.0-454.8919:207.0-465.73376:207.0-563.56226:191.0-574.4504:191.0-585.3408:191.0-596.2333:191.0-607.12756:191.0-618.0235:191.0-628.9209:191.0-639.8196:191.0-650.7194:191.0-661.62024:191.0-672.522:191.0-683.4245:191.0-694.32776:191.0-705.2317:191.0-716.13617:191.0-759.7586:207.0-770.6651:207.0-879.7417:175.0-945.19293:239.0-956.1017:239.0-967.01044:239.0-1174.2809:223.0-1185.19:223.0-1196.099:223.0-1207.008:223.0-1217.9171:223.0-1228.8262:223.0-1348.8258:223.0-1359.7349:223.0-1436.0983:191.0-1447.0073:191.0-1457.9164:191.0-1468.8254:191.0-1479.7345:191.0-1490.6436:191.0-1501.5526:191.0-1512.4617:191.0-1523.3707:191.0-1534.2798:191.0-1599.7341:223.0-1610.6432:223.0-1621.5522:223.0-1632.4613:223.0-1643.3704:223.0-1654.2794:223.0-1665.1885:223.0-1697.9156:239.0-1708.8247:239.0-1719.7338:239.0-1730.6428:239.0-1807.0062:207.0-1839.7334:223.0-1850.6425:223.0-1861.5515:223.0-1872.4606:223.0-1883.3696:223.0-2003.3693:223.0-2014.2783:223.0-2036.0964:239.0-2047.0055:239.0-2057.9146:239.0-2068.8237:239.0-2079.733:239.0-2090.642:239.0-2101.5513:239.0-2112.4604:239.0-2123.3696:239.0-2134.2788:239.0-2145.188:239.0-2156.0972:239.0-2167.0063:239.0-2177.9155:239.0-2188.8247:239.0-2199.734:239.0-2210.643:239.0-2287.0073:207.0-2297.9165:207.0-2308.8257:207.0-2319.7349:207.0-2330.644:207.0-2341.5532:207.0-2352.4624:207.0-2363.3716:207.0-2373.6807:207.0-2383.4558:207.0-2384.0:207.0
63,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-335.33432:207.0-346.12753:207.0-356.9335:207.0-367.7508:207.0-378.5782:207.0-389.41458:207.0-400.25897:207.0-411.11047:207.0-421.96832:207.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-716.11676:191.0-727.02386:191.0-737.9312:191.0-748.83875:191.0-759.74646:191.0-770.6543:191.0-781.5623:191.0-792.47046:191.0-803.37866:191.0-814.287:191.0-825.1954:191.0-836.1038:191.0-1021.55414:207.0-1032.4633:207.0-1043.3723:207.0-1054.2814:207.0-1065.1904:207.0-1076.0995:207.0-1087.0085:207.0-1097.9176:207.0-1108.8267:207.0-1119.7357:207.0-1130.6448:207.0-1185.1901:239.0-1196.0991:239.0-1207.0082:239.0-1217.9172:239.0-1228.8263:239.0-1305.1897:207.0-1316.0988:207.0-1327.0078:207.0-1337.9169:207.0-1348.8259:207.0-1359.735:207.0-1370.644:207.0-1381.5531:207.0-1392.4622:207.0-1403.3712:207.0-1414.2803:207.0-1425.1893:207.0-1545.189:207.0-1556.098:207.0-1567.0071:207.0-1577.9161:207.0-1610.6433:223.0-1621.5524:223.0-1774.2792:207.0-1785.1882:207.0-1796.0973:207.0-1894.2788:191.0-1905.1879:191.0-2003.3694:191.0-2014.2784:191.0-2025.1875:191.0-2036.0966:191.0-2156.0974:191.0-2167.0066:191.0-2177.9158:191.0-2188.825:191.0-2199.7341:191.0-2210.6433:191.0-2221.5525:191.0-2232.4617:191.0-2243.3708:191.0-2254.28:191.0-2265.1892:191.0-2276.0984:191.0-2287.0076:191.0-2297.9167:191.0
64,14.686521:15.0-18.751003:15.0-136.6509:223.0-146.4993:223.0-270.946:239.0-281.62195:239.0-292.32352:239.0-303.0479:239.0-313.79263:239.0-324.55542:239.0-335.33432:239.0-346.12753:239.0-356.9335:239.0-367.7508:239.0-378.5782:239.0-389.41458:239.0-400.25897:239.0-411.11047:239.0-421.96832:239.0-432.8318:239.0-443.7003:239.0-454.57324:239.0-465.45016:239.0-476.33063:239.0-487.21423:239.0-498.10065:239.0-508.98956:239.0-519.8807:239.0-530.7738:239.0-607.06525:207.0-617.968:207.0-628.8715:207.0-639.77563:207.0-650.6803:207.0-694.3033:223.0-705.2099:223.0-716.11676:223.0-727.02386:223.0-737.9312:223.0-748.83875:223.0-781.5623:239.0-792.47046:239.0-803.37866:239.0-814.287:239.0-825.1954:239.0-836.1038:239.0-847.0124:239.0-857.921:239.0-868.82965:239.0-879.73834:239.0-977.91815:223.0-988.82715:223.0-999.73615:223.0-1010.64514:223.0-1043.3723:239.0-1054.2814:239.0-1065.1904:239.0-1076.0995:239.0-1087.0085:239.0-1097.9176:239.0-1108.8267:239.0-1119.7357:239.0-1130.6448:239.0-1141.5538:239.0-1217.9172:207.0-1228.8263:207.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1305.1897:207.0-1316.0988:207.0-1327.0078:207.0-1337.9169:207.0-1348.8259:207.0-1359.735:207.0-1403.3712:223.0-1414.2803:223.0-1425.1893:223.0-1436.0984:223.0-1447.0074:223.0-1457.9165:223.0-1468.8256:223.0-1479.7346:223.0-1490.6437:223.0-1501.5527:223.0-1512.4618:223.0-1523.3708:223.0-1567.0071:239.0-1577.9161:239.0-1654.2795:207.0-1665.1886:207.0-1676.0977:207.0-1687.0067:207.0-1697.9158:207.0-1708.8248:207.0-1719.7339:207.0-1730.643:207.0-1741.552:207.0-1807.0063:239.0-1817.9154:239.0-1905.1879:191.0-1916.0969:191.0-1927.006:191.0-1937.915:191.0-1948.8241:191.0-1959.7332:191.0-1970.6422:191.0-1981.5513:191.0-1992.4603:191.0-2003.3694:191.0-2014.2784:191.0-2025.1875:191.0-2036.0966:191.0-2047.0056:191.0-2090.6423:207.0-2101.5515:207.0-2112.4607:207.0-2123.3699:207.0-2134.279:207.0-2145.1882:207.0-2156.0974:207.0-2167.0066:207.0-2177.9158:207.0-2188.825:207.0-2287.0076:191.0-2297.9167:191.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0-2363.3718:191.0
65,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-176.69463:239.0-186.93822:239.0-260.29892:207.0-270.946:207.0-281.62195:207.0-292.32352:207.0-303.0479:207.0-313.79263:207.0-324.55542:207.0-335.33432:207.0-346.12753:207.0-411.11047:239.0-421.96832:239.0-432.8318:239.0-443.7003:239.0-454.57324:239.0-465.45016:239.0-541.66864:207.0-552.56506:207.0-563.4629:207.0-574.36194:207.0-585.2621:207.0-596.1632:207.0-607.06525:207.0-617.968:207.0-628.8715:207.0-639.77563:207.0-650.6803:207.0-661.58545:207.0-672.491:207.0-683.397:207.0-694.3033:207.0-705.2099:207.0-716.11676:207.0-727.02386:207.0-737.9312:207.0-748.83875:207.0-759.74646:207.0-770.6543:207.0-901.5559:223.0-912.4647:223.0-923.3736:223.0-934.2825:223.0-945.19135:223.0-1043.3723:207.0-1054.2814:207.0-1177.1418:223.0-1187.7362:223.0-1198.3652:223.0-1273.4651:191.0-1284.2639:191.0-1295.0748:191.0-1305.8966:191.0-1316.7279:191.0-1327.5679:191.0-1381.8662:223.0-1392.741:223.0-1403.6195:223.0-1414.5013:223.0-1425.3862:223.0-1436.2738:223.0-1447.1637:223.0-1458.0557:223.0-1468.9496:223.0-1512.54:239.0-1523.4407:239.0-1534.3422:239.0-1545.2445:239.0-1556.1476:239.0-1567.0514:239.0-1577.9557:239.0-1588.8606:239.0-1599.7659:239.0-1610.6716:239.0-1621.5778:239.0-1632.4843:239.0-1643.391:239.0-1654.298:239.0-1665.2052:239.0-1676.1127:239.0-1687.0203:239.0-1697.928:239.0-1774.2856:207.0-1785.1942:207.0-1796.1028:207.0-1807.0115:207.0-1817.9202:207.0-1828.829:207.0-1981.5542:191.0-1992.4633:191.0-2003.3723:191.0-2014.2814:191.0-2025.1904:191.0-2036.0995:191.0-2047.0085:191.0-2057.9177:191.0-2123.3728:239.0-2134.282:239.0-2145.1912:239.0-2156.1003:239.0-2167.0095:239.0-2177.9187:239.0-2188.828:239.0-2199.737:239.0-2276.1013:207.0-2287.0105:207.0-2297.9197:207.0-2308.8289:207.0-2319.738:207.0-2330.6472:207.0-2341.5564:207.0-2352.4656:207.0-2363.3748:207.0-2374.284:207.0-2384.0:207.0
66,14.686521:15.0-18.751003:15.0-136.6509:223.0-146.4993:223.0-156.46437:223.0-166.5333:223.0-176.69463:223.0-186.93822:223.0-367.7508:207.0-378.5782:207.0-389.41458:207.0-400.25897:207.0-411.11047:207.0-421.96832:207.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-563.4629:191.0-574.36194:191.0-585.2621:191.0-596.1632:191.0-607.06525:191.0-617.968:191.0-628.8715:191.0-639.77563:191.0-650.6803:191.0-661.58545:191.0-672.491:191.0-683.397:191.0-694.3033:191.0-705.2099:191.0-836.1038:207.0-847.0124:207.0-857.921:207.0-956.1003:191.0-967.0092:191.0-977.91815:191.0-988.82715:191.0-999.73615:191.0-1010.64514:191.0-1130.6448:191.0-1141.5538:191.0-1152.4629:191.0-1163.372:191.0-1196.0991:207.0-1207.0082:207.0-1217.9172:207.0-1228.8263:207.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1305.1897:207.0-1316.0988:207.0-1327.0078:207.0-1337.9169:207.0-1348.8259:207.0-1359.735:207.0-1370.644:207.0-1381.5531:207.0-1392.4622:207.0-1403.3712:207.0-1414.2803:207.0-1425.1893:207.0-1436.0984:207.0-1447.0074:207.0-1457.9165:207.0-1468.8256:207.0-1479.7346:207.0-1490.6437:207.0-1501.5527:207.0-1512.4618:207.0-1523.3708:207.0-1534.2799:207.0-1599.7343:239.0-1610.6433:239.0-1621.5524:239.0-1632.4614:239.0-1643.3705:239.0-1654.2795:239.0-1665.1886:239.0-1741.552:207.0-1752.461:207.0-1763.3701:207.0-1774.2792:207.0-1785.1882:207.0-1796.0973:207.0-1807.0063:207.0-1817.9154:207.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1861.5516:207.0-1872.4607:207.0-1883.3698:207.0-1894.2788:207.0-1905.1879:207.0-1916.0969:207.0-1927.006:207.0-1937.915:207.0-1981.5513:223.0-1992.4603:223.0-2068.824:191.0-2079.7332:191.0-2090.6423:191.0-2101.5515:191.0-2112.4607:191.0-2123.3699:191.0-2134.279:191.0-2145.1882:191.0-2156.0974:191.0-2167.0066:191.0-2177.9158:191.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2384.0:239.0
67,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-218.07687:191.0-228.5684:191.0-239.10587:191.0-249.6842:191.0-260.29892:191.0-270.946:191.0-443.7003:207.0-454.57324:207.0-465.45016:207.0-476.33063:207.0-487.21423:207.0-498.10065:207.0-508.98956:207.0-519.8807:207.0-530.7738:207.0-628.8715:191.0-639.77563:191.0-694.3033:239.0-705.2099:239.0-716.11676:239.0-727.02386:239.0-737.9312:239.0-748.83875:239.0-759.74646:239.0-770.6543:239.0-781.5623:239.0-792.47046:239.0-803.37866:239.0-814.287:239.0-890.6471:207.0-901.5559:207.0-912.4647:207.0-923.3736:207.0-934.2825:207.0-945.19135:207.0-1065.1904:207.0-1076.0995:207.0-1174.281:191.0-1185.1901:191.0-1239.7354:239.0-1250.6444:239.0-1261.5535:239.0-1272.4625:239.0-1283.3716:239.0-1294.2806:239.0-1305.1897:239.0-1316.0988:239.0-1392.4622:207.0-1403.3712:207.0-1414.2803:207.0-1425.1893:207.0-1436.0984:207.0-1447.0074:207.0-1457.9165:207.0-1468.8256:207.0-1479.7346:207.0-1490.6437:207.0-1501.5527:207.0-1512.4618:207.0-1632.4614:207.0-1654.2795:223.0-1665.1886:223.0-1676.0977:223.0-1687.0067:223.0-1697.9158:223.0-1708.8248:223.0-1807.0063:207.0-1817.9154:207.0-1850.6426:223.0-1861.5516:223.0-1872.4607:223.0-1883.3698:223.0-1894.2788:223.0-1905.1879:223.0-1916.0969:223.0-1927.006:223.0-1937.915:223.0-1948.8241:223.0-2047.0056:207.0-2057.9148:207.0-2068.824:207.0-2079.7332:207.0-2199.7341:207.0-2210.6433:207.0-2221.5525:207.0-2232.4617:207.0-2243.3708:207.0-2254.28:207.0-2265.1892:207.0-2276.0984:207.0-2287.0076:207.0-2297.9167:207.0-2308.826:207.0-2319.735:207.0-2330.6443:207.0-2341.5535:207.0-2352.4626:207.0-2363.3718:207.0-2373.681:207.0-2383.456:207.0-2384.0:207.0
68,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-313.79263:239.0-324.55542:239.0-335.33432:239.0-421.96832:191.0-432.8318:191.0-443.7003:191.0-454.57324:191.0-465.45016:191.0-476.33063:191.0-487.21423:191.0-498.10065:191.0-508.98956:191.0-574.36194:223.0-585.2621:223.0-596.1632:223.0-607.06525:223.0-617.968:223.0-628.8715:223.0-639.77563:223.0-718.23004:175.0-727.7047:175.0-737.33716:175.0-881.7561:223.0-892.44293:223.0-903.1542:223.0-913.8872:223.0-924.6396:223.0-935.4092:223.0-946.19415:223.0-956.9928:223.0-967.8036:223.0-978.6252:223.0-989.4564:223.0-1000.2962:223.0-1011.1436:223.0-1021.9978:223.0-1032.858:223.0-1043.7236:223.0-1086.6289:239.0-1096.3798:239.0-1206.8083:223.0-1215.3395:223.0-1224.1321:223.0-1311.1896:207.0-1321.4387:207.0-1331.7605:207.0-1342.1469:207.0-1373.6262:223.0-1384.2073:223.0-1394.8245:223.0-1405.4738:223.0-1416.1516:223.0-1426.8549:223.0-1437.5808:223.0-1448.3269:223.0-1459.091:223.0-1502.29:239.0-1513.1182:239.0-1610.8743:223.0-1621.758:223.0-1796.1307:223.0-1807.0364:223.0-1817.9424:223.0-1828.8488:223.0-1839.7554:223.0-1850.6622:223.0-1861.5693:223.0-1872.4767:223.0-1883.3843:223.0-1894.292:223.0-1905.1998:223.0-2003.3751:207.0-2014.2838:207.0-2057.9192:239.0-2068.8281:239.0-2079.737:239.0-2167.0085:191.0-2177.9175:191.0-2188.8264:191.0-2199.7354:191.0-2210.6443:191.0-2221.5532:191.0-2232.4622:191.0-2243.371:191.0-2254.2803:191.0-2265.1895:191.0-2276.0986:191.0-2287.0078:191.0-2297.917:191.0-2341.5537:207.0-2352.463:207.0-2363.372:207.0-2373.6812:207.0-2383.4563:207.0-2384.0:207.0
69,14.686521:15.0-18.751003:15.0-126.93359:207.0-136.6509:207.0-146.4993:207.0-156.46437:207.0-166.5333:207.0-176.69463:207.0-186.93822:207.0-197.255:207.0-207.63695:207.0-239.10587:223.0-249.6842:223.0-260.29892:223.0-270.946:223.0-281.62195:223.0-292.32352:223.0-303.0479:223.0-313.79263:223.0-324.55542:223.0-335.33432:223.0-346.12753:223.0-356.9335:223.0-367.7508:223.0-378.5782:223.0-389.41458:223.0-400.25897:223.0-411.11047:223.0-421.96832:223.0-498.10065:191.0-508.98956:191.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-683.397:207.0-694.3033:207.0-705.2099:207.0-716.11676:207.0-727.02386:207.0-737.9312:207.0-748.83875:207.0-759.74646:207.0-770.6543:207.0-781.5623:207.0-792.47046:207.0-803.37866:207.0-814.287:207.0-879.73834:239.0-890.6471:239.0-901.5559:239.0-912.4647:239.0-923.3736:239.0-1010.64514:191.0-1021.55414:191.0-1032.4633:191.0-1196.0991:191.0-1207.0082:191.0-1217.9172:191.0-1228.8263:191.0-1239.7354:191.0-1250.6444:191.0-1261.5535:191.0-1272.4625:191.0-1283.3716:191.0-1294.2806:191.0-1305.1897:191.0-1316.0988:191.0-1327.0078:191.0-1337.9169:191.0-1381.5531:207.0-1392.4622:207.0-1403.3712:207.0-1414.2803:207.0-1425.1893:207.0-1436.0984:207.0-1447.0074:207.0-1457.9165:207.0-1468.8256:207.0-1479.7346:207.0-1490.6437:207.0-1501.5527:207.0-1512.4618:207.0-1523.3708:207.0-1534.2799:207.0-1545.189:207.0-1556.098:207.0-1567.0071:207.0-1577.9161:207.0-1588.8252:207.0-1599.7343:207.0-1610.6433:207.0-1621.5524:207.0-1741.552:175.0-1752.461:175.0-1763.3701:175.0-1774.2792:175.0-1927.006:191.0-1937.915:191.0-1948.8241:191.0-1959.7332:191.0-1970.6422:191.0-1981.5513:191.0-2123.3699:207.0-2134.279:207.0-2145.1882:207.0-2156.0974:207.0-2167.0066:207.0-2177.9158:207.0-2188.825:207.0-2199.7341:207.0-2210.6433:207.0-2221.5525:207.0-2232.4617:207.0-2243.3708:207.0-2254.28:207.0-2265.1892:207.0-2276.0984:207.0-2287.0076:207.0-2330.6443:223.0-2341.5535:223.0-2352.4626:223.0-2363.3718:223.0-2373.681:223.0-2383.456:223.0-2384.0:223.0
70,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-176.69463:239.0-186.93822:239.0-281.62195:223.0-292.32352:223.0-303.0479:223.0-313.79263:223.0-324.55542:223.0-335.33432:223.0-346.12753:223.0-356.9335:223.0-367.7508:223.0-378.5782:223.0-389.41458:223.0-400.25897:223.0-443.7003:239.0-454.57324:239.0-465.45016:239.0-476.33063:239.0-487.21423:239.0-498.10065:239.0-508.98956:239.0-519.8807:239.0-530.7738:239.0-628.8715:223.0-639.77563:223.0-650.6803:223.0-661.58545:223.0-672.491:223.0-683.397:223.0-716.11676:239.0-727.02386:239.0-803.37866:207.0-814.287:207.0-967.0092:127.0-977.91815:127.0-988.82715:127.0-1097.9176:223.0-1108.8267:223.0-1119.7357:223.0-1130.6448:223.0-1141.5538:223.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1305.1897:207.0-1316.0988:207.0-1327.0078:207.0-1337.9169:207.0-1348.8259:207.0-1359.735:207.0-1370.644:207.0-1381.5531:207.0-1392.4622:207.0-1403.3712:207.0-1414.2803:207.0-1425.1893:207.0-1523.3708:191.0-1534.2799:191.0-1545.189:191.0-1556.098:191.0-1567.0071:191.0-1577.9161:191.0-1588.8252:191.0-1599.7343:191.0-1610.6433:191.0-1621.5524:191.0-1632.4614:191.0-1643.3705:191.0-1654.2795:191.0-1665.1886:191.0-1741.552:239.0-1752.461:239.0-1763.3701:239.0-1774.2792:239.0-1785.1882:239.0-1796.0973:239.0-1807.0063:239.0-1817.9154:239.0-1828.8245:239.0-1839.7335:239.0-1850.6426:239.0-1861.5516:239.0-1872.4607:239.0-1883.3698:239.0-1894.2788:239.0-1905.1879:239.0-1916.0969:239.0-1927.006:239.0-1937.915:239.0-1948.8241:239.0-1959.7332:239.0-1970.6422:239.0-2167.0066:239.0-2177.9158:239.0-2188.825:239.0-2287.0076:223.0-2297.9167:223.0-2308.826:223.0-2319.735:223.0-2384.0:191.0
71,14.686521:15.0-18.751003:15.0-136.6509:223.0-146.4993:223.0-156.46437:223.0-166.5333:223.0-239.10587:191.0-249.6842:191.0-378.5782:207.0-389.41458:207.0-400.25897:207.0-411.11047:207.0-421.96832:207.0-432.8318:207.0-443.7003:207.0-454.57324:207.0-465.45016:207.0-563.4629:191.0-574.36194:191.0-585.2621:191.0-650.6803:239.0-661.58545:239.0-737.9312:207.0-748.83875:207.0-759.74646:207.0-770.6543:207.0-781.5623:207.0-792.47046:207.0-803.37866:207.0-814.287:207.0-825.1954:207.0-836.1038:207.0-847.0124:207.0-857.921:207.0-868.82965:207.0-879.73834:207.0-945.19135:239.0-956.1003:239.0-967.0092:239.0-977.91815:239.0-988.82715:239.0-999.73615:239.0-1010.64514:239.0-1021.55414:239.0-1032.4633:239.0-1108.8267:207.0-1119.7357:207.0-1130.6448:207.0-1141.5538:207.0-1152.4629:207.0-1163.372:207.0-1174.281:207.0-1185.1901:207.0-1196.0991:207.0-1239.7354:223.0-1250.6444:223.0-1261.5535:223.0-1272.4625:223.0-1370.644:207.0-1414.2803:239.0-1425.1893:239.0-1436.0984:239.0-1447.0074:239.0-1457.9165:239.0-1468.8256:239.0-1479.7346:239.0-1490.6437:239.0-1501.5527:239.0-1512.4618:239.0-1523.3708:239.0-1534.2799:239.0-1545.189:239.0-1556.098:239.0-1632.4614:207.0-1643.3705:207.0-1654.2795:207.0-1665.1886:207.0-1676.0977:207.0-1687.0067:207.0-1817.9154:223.0-1828.8245:223.0-1839.7335:223.0-1850.6426:223.0-1861.5516:223.0-1937.915:191.0-1948.8241:191.0-2014.2784:239.0-2025.1875:239.0-2036.0966:239.0-2047.0056:239.0-2057.9148:239.0-2068.824:239.0-2079.7332:239.0-2090.6423:239.0-2101.5515:239.0-2221.5525:191.0-2232.4617:191.0-2243.3708:191.0-2254.28:191.0-2265.1892:191.0-2276.0984:191.0-2287.0076:191.0-2297.9167:191.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0-2363.3718:191.0-2373.681:191.0-2383.456:191.0-2384.0:191.0
72,14.686521:15.0-18.751003:15.0-136.6509:223.0-146.4993:223.0-156.46437:223.0-166.5333:223.0-176.69463:223.0-186.93822:223.0-281.62195:207.0-292.32352:207.0-303.0479:207.0-313.79263:207.0-324.55542:207.0-335.33432:207.0-346.12753:207.0-356.9335:207.0-367.7508:207.0-378.5782:207.0-421.96832:223.0-432.8318:223.0-443.7003:223.0-519.8807:191.0-530.7738:191.0-694.3033:191.0-705.2099:191.0-716.11676:191.0-727.02386:191.0-737.9312:191.0-748.83875:191.0-759.74646:191.0-770.6543:191.0-781.5623:191.0-792.47046:191.0-803.37866:191.0-814.287:191.0-868.82965:223.0-879.73834:223.0-890.6471:223.0-901.5559:223.0-912.4647:223.0-923.3736:223.0-956.1003:239.0-967.0092:239.0-1097.9176:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1337.9169:239.0-1348.8259:239.0-1359.735:239.0-1370.644:239.0-1381.5531:239.0-1392.4622:239.0-1403.3712:239.0-1414.2803:239.0-1425.1893:239.0-1436.0984:239.0-1447.0074:239.0-1457.9165:239.0-1468.8256:239.0-1479.7346:239.0-1490.6437:239.0-1501.5527:239.0-1512.4618:239.0-1523.3708:239.0-1534.2799:239.0-1545.189:239.0-1556.098:239.0-1567.0071:239.0-1577.9161:239.0-1588.8252:239.0-1599.7343:239.0-1610.6433:239.0-1621.5524:239.0-1632.4614:239.0-1643.3705:239.0-1654.2795:239.0-1665.1886:239.0-1676.0977:239.0-1687.0067:239.0-1697.9158:239.0-1708.8248:239.0-1719.7339:239.0-1730.643:239.0-1741.552:239.0-1752.461:239.0-1850.6426:223.0-1861.5516:223.0-1872.4607:223.0-1883.3698:223.0-1894.2788:223.0-1905.1879:223.0-1916.0969:223.0-1927.006:223.0-1937.915:223.0-1948.8241:223.0-1959.7332:223.0-1970.6422:223.0-1981.5513:223.0-1992.4603:223.0-2003.3694:223.0-2014.2784:223.0-2025.1875:223.0-2068.824:239.0-2079.7332:239.0-2090.6423:239.0-2101.5515:239.0-2177.9158:207.0-2188.825:207.0-2319.735:223.0-2330.6443:223.0-2341.5535:223.0-2352.4626:223.0-2363.3718:223.0-2373.681:223.0-2383.456:223.0-2384.0:223.0
